name,genre,year_of_release,publisher,sales,critic_score,user_score,developer,rating,platform,min_age
Open Season,Platform,2006,Ubisoft,0.11,59,7.3,Ubisoft,E10+,X360,10
Call of Juarez: The Cartel,Shooter,2011,Ubisoft,0.11,51,3.3,Ubisoft,M,PC,17
FIFA Soccer 06,Sports,2005,Electronic Arts,0.11,77,7.7,EA,E,PSP,0
Cloudy With a Chance of Meatballs,Platform,2009,Ubisoft,0.11,68,5.3,Ubisoft,E,Wii,0
Mortal Kombat: Deception,Fighting,2005,Midway Games,0.11,77,8.9,Midway,M,GC,17
Bionicle Heroes,Shooter,2006,Other,0.11,51,5.2,Traveller's Tales,E10+,GC,10
Ninja Assault,Shooter,2002,Other,0.11,60,5.3,Namco,T,PS2,13
Samurai Warriors 4,Action,2014,Tecmo Koei,0.11,76,8.6,Omega Force,T,PSV,13
NBA Live 16,Sports,2015,Electronic Arts,0.11,60,5.6,EA,E,XOne,0
Pro Evolution Soccer 2016,Sports,2015,Konami Digital Entertainment,0.11,85,6.2,Konami,E,XOne,0
Tiger Woods PGA Tour 06,Sports,2005,Electronic Arts,0.11,82,4.8,EA,E,GC,0
FIFA World Cup Germany 2006,Sports,2006,Electronic Arts,0.11,72,7.3,EA,E,PSP,0
MLB 14: The Show,Sports,2014,Other,0.11,68,7,EA,E,PSV,0
Tom Clancy's Splinter Cell: Conviction,Action,2010,Ubisoft,0.11,83,5.2,Ubisoft,M,PC,17
Dead to Rights II,Shooter,2005,Electronic Arts,0.11,54,7.4,Namco,M,XB,17
Rocky Balboa,Sports,2007,Ubisoft,0.1,58,6.6,Ubisoft,T,PSP,13
Gravity Games Bike: Street Vert Dirt,Sports,2002,Midway Games,0.1,24,4.1,Midway,T,PS2,13
Family Feud: 2012 Edition,Misc,2011,Ubisoft,0.1,47,5.3,Ubisoft,E10+,X360,10
F1 Career Challenge,Racing,2003,Electronic Arts,0.1,70,7.7,EA,E,PS2,0
Pro Evolution Soccer 2014,Action,2013,Konami Digital Entertainment,0.1,74,4.4,Konami,E,PC,0
Tom Clancy's Splinter Cell: Chaos Theory,Action,2005,Ubisoft,0.1,81,8.5,Ubisoft,M,GC,17
Cloudy With a Chance of Meatballs,Platform,2009,Ubisoft,0.1,66,6,Ubisoft,E,PS3,0
Death By Degrees,Action,2005,Sony Computer Entertainment,0.1,51,6.2,Namco,M,PS2,17
Colin McRae Rally 04,Racing,2004,Codemasters,0.1,84,8.1,Codemasters,E,XB,0
FIFA Street,Sports,2005,Electronic Arts,0.1,60,8,EA,E,XB,0
The Sims 4: City Living,Simulation,2016,Electronic Arts,0.1,77,5.7,Maxis,T,PC,13
Blitz: The League II,Sports,2008,Midway Games,0.1,68,7.2,Midway,M,X360,17
Capcom vs. SNK 2 EO,Fighting,2003,Capcom,0.1,80,8.7,Capcom,T,XB,13
E·O·E: Eve of Extinction,Fighting,2002,Other,0.1,57,7.2,Yuke's,T,PS2,13
NHL 2004,Sports,2003,Electronic Arts,0.1,85,8.4,EA,E,GC,0
Surf's Up,Sports,2007,Ubisoft,0.1,61,6.1,Ubisoft,E10+,X360,10
NFL Tour,Sports,2008,Electronic Arts,0.1,49,3.1,EA,E,X360,0
Harry Potter and the Deathly Hallows - Part 1,Action,2010,Electronic Arts,0.1,37,4.1,EA,T,PC,13
Resident Evil: Revelations 2,Action,2015,Capcom,0.1,75,7.5,Capcom,M,XOne,17
Tom Clancy's Splinter Cell,Action,2003,Ubisoft,0.1,77,8.6,Ubisoft,T,GBA,13
Silent Scope Complete,Shooter,2004,Konami Digital Entertainment,0.1,69,7.4,Konami,M,XB,17
Samurai Warriors 4: Empires,Action,2015,Tecmo Koei,0.1,71,6.5,Omega Force,T,PS4,13
Steel Battalion,Simulation,2002,Other,0.1,83,8.5,Capcom,T,XB,13
Power Stone Collection,Action,2006,Capcom,0.1,74,6.8,Capcom,T,PSP,13
Ultimate Marvel vs. Capcom 3,Fighting,2011,Capcom,0.09,80,6.2,Capcom,T,PS3,13
Brain Age: Concentration Training,Puzzle,2012,Nintendo,0.09,71,7.9,Nintendo,E,3DS,0
Bladestorm: The Hundred Years' War,Action,2007,Tecmo Koei,0.09,63,6.8,Omega Force,T,X360,13
NCAA March Madness 08,Sports,2007,Electronic Arts,0.09,67,3.8,EA,E,PS3,0
Driver: Renegade,Racing,2011,Ubisoft,0.09,48,5,Ubisoft,M,3DS,17
Shadow of Destiny,Adventure,2009,Konami Digital Entertainment,0.09,54,8.2,Konami,T,PSP,13
Michael Jackson: The Experience,Misc,2011,Ubisoft,0.09,57,5.8,Ubisoft,E10+,PSV,10
Arslan: The Warriors of Legend,Action,2015,Tecmo Koei,0.09,69,6.6,Omega Force,T,PS4,13
GRID Autosport,Racing,2014,Codemasters,0.09,75,6,Codemasters,E,X360,0
Henry Hatsworth in the Puzzling Adventure,Puzzle,2009,Electronic Arts,0.09,82,8,EA,E,DS,0
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Adventure,2005,Other,0.09,65,7.3,Capcom,E10+,XB,10
XIII,Shooter,2003,Ubisoft,0.09,73,7.7,Ubisoft,M,GC,17
The Sims 2: Apartment Life,Simulation,2008,Electronic Arts,0.09,75,7.7,EA,T,PC,13
Cloudy With a Chance of Meatballs,Platform,2009,Ubisoft,0.09,62,6.5,Ubisoft,E,X360,0
NCAA Football 08,Sports,2007,Electronic Arts,0.08,82,8.1,EA,E,XB,0
Marvel Nemesis: Rise of the Imperfects,Fighting,2005,Electronic Arts,0.08,34,6.5,EA,E10+,DS,10
Onimusha Tactics,Strategy,2003,Capcom,0.08,64,8.7,Capcom,T,GBA,13
TOCA Race Driver 3,Racing,2006,Codemasters,0.08,82,7.2,Codemasters,E10+,PS2,10
FIFA Street 2,Sports,2006,Electronic Arts,0.08,63,7.1,EA,E,XB,0
Blazing Angels: Squadrons of WWII,Simulation,2006,Ubisoft,0.08,69,6.8,Ubisoft,T,XB,13
Strider 2,Platform,2000,Other,0.08,69,8.1,Capcom,E,PS,0
Pro Evolution Soccer 2013,Sports,2012,Konami Digital Entertainment,0.08,80,6.9,Konami,E,PC,0
FIFA Soccer 2005,Sports,2004,Electronic Arts,0.08,75,7.8,EA,E,GBA,0
NHL 06,Sports,2005,Electronic Arts,0.08,78,9.3,EA,E10+,GC,10
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,2004,Ubisoft,0.08,78,8,Ubisoft,T,GC,13
FIFA Soccer 2003,Sports,2002,Electronic Arts,0.08,86,7.8,EA,E,GC,0
Major League Baseball 2K11,Sports,2011,Take-Two Interactive,0.08,74,5.9,Visual Concepts,E,PC,0
Warriors Orochi 3 Hyper,Action,2012,Tecmo Koei,0.08,64,7.4,Omega Force,T,WiiU,13
NBA 10: The Inside,Sports,2009,Sony Computer Entertainment,0.08,69,3,EA,E,PSP,0
Resident Evil 6,Shooter,2016,Capcom,0.08,60,6.7,Capcom,M,PS4,17
Assassin's Creed: Rogue,Action,2015,Ubisoft,0.08,74,7.5,Ubisoft,M,PC,17
Far Cry Vengeance,Shooter,2006,Ubisoft,0.08,38,5.3,Ubisoft,M,Wii,17
Super Monkey Ball Adventure,Platform,2006,Other,0.08,56,5.9,TT Games,E,PSP,0
Assassin's Creed The Ezio Collection,Action,2016,Ubisoft,0.08,74,7.6,Ubisoft,M,XOne,17
Samurai Warriors 2,Action,2006,Tecmo Koei,0.08,52,8.7,Omega Force,T,X360,13
Silent Hunter III,Simulation,2005,Ubisoft,0.08,90,7.9,Ubisoft,T,PC,13
NHL Hitz 20-03,Sports,2002,Midway Games,0.08,82,8.4,Midway,E,GC,0
Urban Reign,Action,2005,Other,0.08,60,8.2,Namco,T,PS2,13
Resident Evil 3: Nemesis,Action,2003,Capcom,0.08,62,8.3,Capcom,M,GC,17
Samurai Warriors Chronicles 3,Action,2014,Tecmo Koei,0.08,63,6.1,Omega Force,T,3DS,13
Madden NFL 08,Sports,2007,Electronic Arts,0.08,75,7,EA,E,GC,0
Need For Speed: Undercover,Racing,2008,Electronic Arts,0.08,65,4.9,EA,T,PC,13
Elebits: The Adventures of Kai and Zero,Adventure,2008,Konami Digital Entertainment,0.08,75,8.3,Konami,E,DS,0
Far Cry Instincts Evolution,Shooter,2006,Ubisoft,0.08,78,6.3,Ubisoft,M,XB,17
Cosmic Family,Misc,2007,Ubisoft,0.08,54,5.7,Ubisoft,E,Wii,0
Dynasty Warriors 3,Action,2002,Other,0.08,70,8.9,Omega Force,T,XB,13
Rayman 3: Hoodlum Havoc,Platform,2003,Ubisoft,0.07,75,7.9,Ubisoft,E,XB,0
Superman Returns,Action,2006,Electronic Arts,0.07,33,4.9,EA,E,DS,0
Super Ghouls 'n Ghosts,Platform,2002,Capcom,0.07,78,8.8,Capcom,E,GBA,0
Need for Speed Underground 2,Racing,2004,Electronic Arts,0.07,82,8.5,EA,T,PC,13
The Lord of the Rings: The Battle for Middle-Earth,Strategy,2004,Electronic Arts,0.07,82,8.6,EA,T,PC,13
Tom Clancy's Ghost Recon 2,Shooter,2005,Ubisoft,0.07,54,1.4,Ubisoft,T,GC,13
Haunting Ground,Action,2005,Capcom,0.07,67,8.8,Capcom,M,PS2,17
Operation Flashpoint: Red River,Shooter,2011,Codemasters,0.07,67,4.9,Codemasters,M,PC,17
Child of Light,Role-Playing,2014,Ubisoft,0.07,83,7.8,Ubisoft,E10+,PSV,10
Samurai Warriors,Action,2004,Tecmo Koei,0.07,71,9,Omega Force,T,XB,13
FIFA Soccer 2004,Sports,2003,Electronic Arts,0.07,83,6.2,EA,E,GC,0
Rayman 3: Hoodlum Havoc,Platform,2003,Ubisoft,0.07,77,8.3,Ubisoft,E,GC,0
Open Season,Platform,2006,Ubisoft,0.07,49,5.6,Ubisoft,E10+,Wii,10
BeatMania,Simulation,2006,Konami Digital Entertainment,0.07,67,8.9,Konami,E10+,PS2,10
Bionicle Heroes,Shooter,2006,Other,0.07,59,5.9,Traveller's Tales,E10+,X360,10
The Sims 2: Seasons,Simulation,2007,Electronic Arts,0.07,78,7.3,Maxis,T,PC,13
Eagle Flight,Adventure,2016,Ubisoft,0.07,72,7.8,Ubisoft,E10+,PS4,10
Dragon Valor,Role-Playing,1999,Sony Computer Entertainment,0.07,57,8.3,Namco,T,PS,13
NHL 2005,Sports,2004,Electronic Arts,0.07,75,5.6,EA,E,GC,0
Ultimate Marvel vs. Capcom 3,Fighting,2011,Capcom,0.07,79,6.2,Capcom,T,X360,13
RedCard 20-03,Sports,2002,Midway Games,0.07,73,9,Midway,E,PS2,0
Batman: Rise of Sin Tzu,Action,2003,Ubisoft,0.07,63,6.8,Ubisoft,E,GBA,0
Resident Evil 5,Action,2009,Capcom,0.07,86,7.1,Capcom,M,PC,17
Prince of Persia: The Fallen King,Action,2008,Ubisoft,0.07,64,6,Ubisoft,E,DS,0
187: Ride or Die,Racing,2005,Ubisoft,0.06,51,6.9,Ubisoft,M,XB,17
GRID 2,Racing,2013,Codemasters,0.06,80,5.7,Codemasters,E,PC,0
Samurai Warriors Chronicles 3,Action,2014,Tecmo Koei,0.06,70,7.9,Omega Force,T,PSV,13
F1 2001,Racing,2001,Electronic Arts,0.06,83,5.5,EA,E,XB,0
Mirror's Edge Catalyst,Platform,2016,Electronic Arts,0.06,74,4.4,EA,T,PC,13
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,2004,Ubisoft,0.06,68,6.2,Ubisoft,T,GBA,13
NHL 2K9,Sports,2008,Take-Two Interactive,0.06,65,5.4,Visual Concepts,E10+,Wii,10
Jurassic Park III: Park Builder,Simulation,2001,Konami Digital Entertainment,0.06,65,8,Konami,E,GBA,0
The LEGO Movie Videogame,Action,2014,Warner Bros. Interactive Entertainment,0.06,68,6.8,TT Games,E10+,PC,10
LEGO Batman: The Videogame,Action,2008,Warner Bros. Interactive Entertainment,0.06,80,7.8,Traveller's Tales,E10+,PC,10
Theme Park,Simulation,2007,Electronic Arts,0.06,72,7.6,EA,E,DS,0
Create,Action,2010,Electronic Arts,0.06,54,6.8,EA,E,PC,0
Mobile Suit Gundam: Gundam vs. Zeta Gundam,Shooter,2004,Other,0.06,57,8.6,Capcom,T,PS2,13
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Action,2005,Konami Digital Entertainment,0.06,58,7,Konami,E,DS,0
Tom Clancy's Ghost Recon: Advanced Warfighter,Shooter,2006,Ubisoft,0.06,44,4.6,Ubisoft,T,PS2,13
Resident Evil 2,Action,2003,Capcom,0.06,59,8.5,Capcom,M,GC,17
Catwoman,Action,2004,Electronic Arts,0.06,45,4.6,EA,T,XB,13
Warriors Orochi 2,Action,2008,Tecmo Koei,0.06,44,8.1,Omega Force,T,X360,13
Street Fighter V,Fighting,2016,Capcom,0.06,74,2.9,Capcom,T,PC,13
Tom Clancy's Splinter Cell: Double Agent,Action,2006,Ubisoft,0.06,64,7.1,Ubisoft,M,GC,17
The Sims 2: University,Simulation,2005,Electronic Arts,0.06,81,7.8,Maxis,T,PC,13
NBA Live 07,Sports,2006,Electronic Arts,0.06,69,6.8,EA,E,XB,0
Tom Clancy's Rainbow Six 3,Shooter,2004,Ubisoft,0.06,68,8.2,Ubisoft,M,GC,17
Mirror's Edge,Platform,2009,Electronic Arts,0.06,81,8.1,EA,T,PC,13
Final Fight: Streetwise,Action,2006,Capcom,0.05,43,6.2,Capcom,M,PS2,17
Dynasty Warriors 5,Action,2005,Tecmo Koei,0.05,66,8,Omega Force,T,XB,13
UEFA Euro 2004: Portugal,Sports,2004,Electronic Arts,0.05,74,8.1,EA,E,XB,0
NFL Blitz Pro,Sports,2003,Midway Games,0.05,71,6.6,Midway,E,XB,0
Medal of Honor: Airborne,Shooter,2007,Electronic Arts,0.05,78,7.3,EA,T,PC,13
UEFA Champions League 2006-2007,Sports,2007,Electronic Arts,0.05,72,8.2,EA,E,X360,0
F1 2015,Racing,2015,Codemasters,0.05,61,3.6,Codemasters,E,PC,0
Tom Clancy's HAWX 2,Action,2010,Ubisoft,0.05,66,3.8,Ubisoft,T,PC,13
IndyCar Series,Racing,2003,Codemasters,0.05,71,7.8,Codemasters,E,XB,0
Bladestorm: Nightmare,Action,2015,Tecmo Koei,0.05,48,7.1,Omega Force,T,XOne,13
Operation Flashpoint: Dragon Rising,Shooter,2009,Codemasters,0.05,76,4.9,Codemasters,M,PC,17
Rave Master,Fighting,2002,Konami Digital Entertainment,0.05,60,6.3,Konami,T,GC,13
DiRT 2,Racing,2009,Codemasters,0.05,89,8.2,Codemasters,T,PC,13
Child of Light,Role-Playing,2014,Ubisoft,0.05,82,8,Ubisoft,E10+,PS4,10
Dynasty Warriors Vol. 2,Action,2006,Tecmo Koei,0.05,57,8.1,Omega Force,T,PSP,13
LEGO Indiana Jones 2: The Adventure Continues,Action,2009,Activision,0.05,66,8,Traveller's Tales,E10+,PC,10
Rugby 06,Sports,2006,Electronic Arts,0.05,70,7.8,EA,E,PS2,0
2002 FIFA World Cup,Sports,2002,Electronic Arts,0.05,78,7.7,EA,E,GC,0
The Lord of the Rings: The Battle for Middle-Earth II,Strategy,2006,Electronic Arts,0.05,79,7.5,EA,T,X360,13
Colin McRae Rally 2005,Racing,2004,Codemasters,0.05,83,7.5,Codemasters,E,XB,0
Pro Evolution Soccer 2017,Sports,2016,Konami Digital Entertainment,0.05,87,6.1,Konami,E,XOne,0
FIFA Soccer 10,Sports,2009,Electronic Arts,0.05,72,3.8,EA,E,PC,0
Tom Clancy's Rainbow Six: Lockdown,Shooter,2005,Ubisoft,0.05,72,7.8,Ubisoft,M,GC,17
The Sims,Simulation,2000,Electronic Arts,0.05,92,7.9,Maxis,T,PC,13
Silent Hunter: Wolves of the Pacific,Simulation,2007,Ubisoft,0.05,79,6.9,Ubisoft,T,PC,13
Resident Evil 6,Shooter,2016,Capcom,0.05,63,6.3,Capcom,M,XOne,17
Disney's Donald Duck: Goin' Quackers,Platform,2002,Ubisoft,0.04,61,3,Ubisoft,E,GC,0
Pro Evolution Soccer 2016,Sports,2015,Konami Digital Entertainment,0.04,76,4.3,Konami,E,PC,0
Tom Clancy's HAWX,Action,2009,Ubisoft,0.04,70,7.3,Ubisoft,T,PC,13
NASCAR 07,Racing,2006,Electronic Arts,0.04,72,7,EA,E,XB,0
Dance Dance Revolution Disney Mix,Simulation,2000,Konami Digital Entertainment,0.04,74,8.3,Konami,E,PS,0
Need for Speed: ProStreet,Racing,2007,Electronic Arts,0.04,70,5.9,EA,E10+,PC,10
Gravity Falls: Legend of the Gnome Gemulets,Action,2015,Ubisoft,0.04,46,5.8,Ubisoft,E,3DS,0
The Sims Deluxe,Simulation,2002,Electronic Arts,0.04,92,8.2,Maxis,T,PC,13
LEGO Indiana Jones: The Original Adventures,Action,2008,Other,0.04,78,7.7,Traveller's Tales,E10+,PC,10
The Sims 2: Pets,Simulation,2006,Electronic Arts,0.04,76,7.7,Maxis,T,PC,13
Devil May Cry 4,Action,2008,Capcom,0.04,78,8.5,Capcom,M,PC,17
Samurai Warriors 2: Empires,Action,2007,Tecmo Koei,0.04,53,8.5,Omega Force,T,X360,13
Fisherman's Challenge,Sports,2003,Konami Digital Entertainment,0.04,67,7.5,Konami,E,PS2,0
Resident Evil: Revelations,Action,2013,Capcom,0.04,77,7,Capcom,M,PC,17
Dead Rising,Action,2016,Capcom,0.04,78,6.6,Capcom,M,PS4,17
Surf's Up,Sports,2007,Ubisoft,0.04,59,5.1,Ubisoft,E10+,PS3,10
Colin McRae Rally 3,Racing,2002,Codemasters,0.04,86,7.4,Codemasters,E,XB,0
TMNT,Action,2007,Ubisoft,0.04,42,2.2,Ubisoft,E10+,DS,10
LEGO Jurassic World,Action,2015,Warner Bros. Interactive Entertainment,0.04,72,7.1,TT Games,E10+,PC,10
Pro Race Driver,Racing,2003,Codemasters,0.04,80,7.5,Codemasters,T,XB,13
FIFA World Cup Germany 2006,Sports,2006,Electronic Arts,0.04,71,7.2,EA,E,DS,0
Rugby 08,Sports,2007,Electronic Arts,0.04,74,7.4,EA,E,PS2,0
Bionicle Heroes,Shooter,2007,Other,0.04,52,5.8,Traveller's Tales,E10+,Wii,10
Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,0.04,63,7.1,EA,E10+,PC,10
Just Dance 2017,Misc,2016,Ubisoft,0.04,75,8,Ubisoft,E10+,XOne,10
TOCA Race Driver 3,Racing,2006,Codemasters,0.03,84,8,Codemasters,E10+,XB,10
WRC: FIA World Rally Championship,Racing,2005,Sony Computer Entertainment,0.03,67,7.8,Traveller's Tales,E,PSP,0
The Sum of All Fears,Shooter,2003,Ubisoft,0.03,36,3.4,Ubisoft,T,GC,13
FIFA World Cup: Germany 2006,Sports,2006,Electronic Arts,0.03,57,6.9,EA,E,GBA,0
Prince of Persia: The Forgotten Sands,Action,2010,Ubisoft,0.03,75,6.6,Ubisoft,T,PC,13
DiRT Rally,Racing,2016,Codemasters,0.03,86,8.7,Codemasters,E,PC,0
F1 2002,Racing,2002,Electronic Arts,0.03,72,7.8,EA,E,GC,0
Rabbids Land,Misc,2012,Ubisoft,0.03,52,5.2,Ubisoft,E10+,WiiU,10
Rayman 3: Hoodlum Havoc,Platform,2003,Ubisoft,0.03,74,8.3,Ubisoft,E,PC,0
Klonoa 2: Dream Champ Tournament,Platform,2002,Other,0.03,78,9.3,Namco,E,GBA,0
SimCity,Simulation,1988,Other,0.03,64,2.2,Maxis,E10+,PC,10
Harry Potter and the Half-Blood Prince,Action,2009,Electronic Arts,0.03,64,6.1,EA,E10+,PC,10
NBA 08,Sports,2007,Sony Computer Entertainment,0.03,75,7.5,EA,E,PSP,0
NBA 2K13,Sports,2012,Take-Two Interactive,0.03,90,6.8,Visual Concepts,E,PC,0
Resident Evil 4,Action,2007,Ubisoft,0.03,76,7.4,Capcom,M,PC,17
LEGO Pirates of the Caribbean: The Video Game,Action,2011,Other,0.03,73,6.6,Traveller's Tales,E10+,PC,10
LEGO Harry Potter: Years 1-4,Action,2010,Warner Bros. Interactive Entertainment,0.03,79,7.9,Traveller's Tales,E10+,PC,10
Gotcha Force,Shooter,2003,Capcom,0.03,56,8.2,Capcom,E,GC,0
Jet Grind Radio,Action,2003,Other,0.03,74,9.3,Vicarious Visions,E,GBA,0
NHL 07,Sports,2006,Electronic Arts,0.03,75,7.7,EA,E10+,XB,10
Medal of Honor: Vanguard,Shooter,2007,Electronic Arts,0.03,63,6.1,EA,T,PS2,13
Super Monkey Ball Adventure,Platform,2006,Other,0.03,53,6.7,TT Games,E,PS2,0
MySims,Simulation,2008,Electronic Arts,0.03,70,6.4,EA,E,PC,0
The Sims 2: Bon Voyage,Simulation,2007,Electronic Arts,0.03,74,7.3,Maxis,T,PC,13
Battlefield 2142,Shooter,2006,Electronic Arts,0.03,80,6.8,EA,T,PC,13
Lost Planet 2,Shooter,2010,Capcom,0.03,63,6.3,Capcom,T,PC,13
GRID Autosport,Racing,2014,Codemasters,0.02,78,6.2,Codemasters,E,PC,0
Steel Battalion: Line of Contact,Simulation,2004,Capcom,0.02,70,8,Capcom,T,XB,13
NBA Starting Five,Sports,2002,Konami Digital Entertainment,0.02,48,5.5,Konami,E,XB,0
Warhammer Online: Age of Reckoning,Role-Playing,2008,Other,0.02,86,7.9,EA,T,PC,13
Capcom Digital Collection,Action,2012,Capcom,0.02,65,5.3,Capcom,T,X360,13
Tom Clancy's Rainbow Six: Vegas 2,Shooter,2008,Ubisoft,0.02,78,7.3,Ubisoft,M,PC,17
DiRT,Racing,2007,Codemasters,0.02,84,7.3,Codemasters,E,PC,0
Tom Clancy's EndWar,Strategy,2009,Ubisoft,0.02,68,6.7,Ubisoft,T,PC,13
F1 Race Stars,Racing,2012,Codemasters,0.02,62,5.4,Codemasters,E,PC,0
Group S Challenge,Racing,2003,Capcom,0.02,57,6,Capcom,E,XB,0
The Lord of the Rings: The Battle for Middle-Earth II,Strategy,2006,Electronic Arts,0.02,84,7.5,EA,T,PC,13
FIFA Soccer 09,Sports,2008,Electronic Arts,0.02,77,6.8,EA,E,PC,0
Pro Evolution Soccer 2017,Sports,2016,Konami Digital Entertainment,0.02,69,3.7,Konami,E,PC,0
Blazing Angels: Squadrons of WWII,Simulation,2006,Ubisoft,0.02,65,4.6,Ubisoft,T,PC,13
Dynasty Warriors 8: Empires,Action,2015,Tecmo Koei,0.02,70,7.4,Omega Force,T,PSV,13
TOCA Race Driver 3,Racing,2006,Codemasters,0.02,84,7.8,Codemasters,E10+,PC,10
Tom Clancy's Splinter Cell Classic Trilogy HD,Action,2011,Ubisoft,0.02,67,6.8,Ubisoft,M,PS3,17
Marvel Avengers: Battle for Earth,Action,2012,Ubisoft,0.02,62,7.3,Ubisoft,T,X360,13
NHL 09,Sports,2008,Electronic Arts,0.02,62,4.1,EA,E10+,PC,10
NBA 07,Sports,2006,Sony Computer Entertainment,0.02,63,6.8,EA,E,PS2,0
Lost: Via Domus,Action,2008,Ubisoft,0.02,52,6,Ubisoft,T,PC,13
LEGO Star Wars II: The Original Trilogy,Action,2006,Activision,0.02,86,8.2,Traveller's Tales,E10+,PC,10
Colin McRae Rally 2005,Racing,2004,Codemasters,0.02,83,7.1,Codemasters,E,PC,0
Online Chess Kingdoms,Misc,2006,Konami Digital Entertainment,0.02,60,6.8,Konami,E,PSP,0
FIFA Soccer 08,Sports,2007,Electronic Arts,0.02,77,6.1,EA,E,PC,0
NBA 2K17,Sports,2016,Take-Two Interactive,0.01,90,6.3,Visual Concepts,E,PC,0
Rayman Raving Rabbids,Misc,2006,Ubisoft,0.01,58,7.6,Ubisoft,E,PC,0
Madden NFL 13,Sports,2012,Electronic Arts,0.01,83,5.5,EA,E,PS3,0
Doki-Doki Universe,Adventure,2013,Sony Computer Entertainment,0.01,66,5.7,EA,E10+,PSV,10
BattleForge,Strategy,2009,Electronic Arts,0.01,75,7,EA,T,PC,13
Pro Evolution Soccer 2010,Sports,2009,Konami Digital Entertainment,0.01,78,6.9,Konami,E,PC,0
